
---------- Begin Simulation Statistics ----------
simSeconds                                   0.002513                       # Number of seconds simulated (Second)
simTicks                                   2513061000                       # Number of ticks simulated (Tick)
finalTick                                  2513061000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     11.90                       # Real time elapsed on the host (Second)
hostTickRate                                211173540                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     680852                       # Number of bytes of host memory used (Byte)
simInsts                                      2838640                       # Number of instructions simulated (Count)
simOps                                        5372795                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   238530                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     451474                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          5026123                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.770610                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.564777                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         5781291                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     9878                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        5686903                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   3605                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               418356                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            656718                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  71                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             3128246                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.817921                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.308302                       # Number of insts issued each cycle (Count)
system.cpu.lsq0.loadToUse::overflows               26      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              638                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total               612992                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                  660129                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                  455247                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                       592                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                        78                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   2513061000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                  518524                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                       776                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   2513061000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON   2513061000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                  18550                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                  1966883                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                  134365                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles           1919                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                    939857                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles                 66672                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts                5912712                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                  1628                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                  41956                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                    200                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                  18290                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands             9802118                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                    19630029                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                  7398192                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                    297974                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps               8864037                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                   938056                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                     120                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                 104                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                    112611                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                          8573593                       # The number of ROB reads (Count)
system.cpu.rob.writes                        11640017                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                  2838640                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                    5372795                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    38                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       500                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.mem_ctrls.avgPriority_writebacks::samples     34784.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu.inst::samples     11955.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu.data::samples      1752.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.priorityMinLatency      0.000000018750                       # per QoS priority minimum request to response latency (Second)
system.mem_ctrls.priorityMaxLatency      0.000061701250                       # per QoS priority maximum request to response latency (Second)
system.mem_ctrls.numReadWriteTurnArounds         1948                       # Number of turnarounds from READ to WRITE (Count)
system.mem_ctrls.numWriteReadTurnArounds         1948                       # Number of turnarounds from WRITE to READ (Count)
system.mem_ctrls.numStayReadState               81103                       # Number of times bus staying in READ state (Count)
system.mem_ctrls.numStayWriteState              32855                       # Number of times bus staying in WRITE state (Count)
system.mem_ctrls.readReqs                       58106                       # Number of read requests accepted (Count)
system.mem_ctrls.writeReqs                      56416                       # Number of write requests accepted (Count)
system.mem_ctrls.readBursts                     58106                       # Number of controller read bursts, including those serviced by the write queue (Count)
system.mem_ctrls.writeBursts                    56416                       # Number of controller write bursts, including those merged in the write queue (Count)
system.mem_ctrls.servicedByWrQ                  44399                       # Number of controller read bursts serviced by the write queue (Count)
system.mem_ctrls.mergedWrBursts                 21632                       # Number of controller write bursts merged with an existing one (Count)
system.mem_ctrls.neitherReadNorWriteReqs            0                       # Number of requests that are neither read nor write (Count)
system.mem_ctrls.avgRdQLen                       1.07                       # Average read queue length when enqueuing ((Count/Tick))
