
---------- Begin Simulation Statistics ----------
simSeconds                                   0.002153                       # Number of seconds simulated (Second)
simTicks                                   2153064500                       # Number of ticks simulated (Tick)
finalTick                                  2153064500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     12.03                       # Real time elapsed on the host (Second)
hostTickRate                                178999856                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     681136                       # Number of bytes of host memory used (Byte)
simInsts                                      2838030                       # Number of instructions simulated (Count)
simOps                                        5371470                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   235944                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     446566                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          4306130                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.517295                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.659067                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         6164788                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     9808                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        5949057                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   4475                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               803108                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1348938                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  34                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             3051289                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.949687                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.360022                       # Number of insts issued each cycle (Count)
system.cpu.lsq0.loadToUse::overflows               31      0.01%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::max_value              648                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::total               612657                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.mmu.dtb.rdAccesses                  689090                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                  471397                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.rdMisses                      2079                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                        83                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   2153064500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                  555189                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                       461                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   2153064500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON   2153064500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.squashCycles                  24684                       # Number of cycles rename is squashing (Cycle)
system.cpu.rename.idleCycles                  1762413                       # Number of cycles rename is idle (Cycle)
system.cpu.rename.blockCycles                  177048                       # Number of cycles rename is blocking (Cycle)
system.cpu.rename.serializeStallCycles           1804                       # count of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.runCycles                   1010743                       # Number of cycles rename is running (Cycle)
system.cpu.rename.unblockCycles                 74597                       # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.renamedInsts                6384932                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                  1550                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                  45241                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                    263                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                  19897                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents               6                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands            10621463                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                    21264808                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                  8020199                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                    293069                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps               8862449                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                  1758989                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                     108                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  96                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                    143628                       # count of insts added to the skid buffer (Count)
system.cpu.rob.reads                          8833445                       # The number of ROB reads (Count)
system.cpu.rob.writes                        12457672                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                  2838030                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                    5371470                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    37                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       500                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.mem_ctrls.avgPriority_writebacks::samples     10503.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu.inst::samples      5225.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu.data::samples      1727.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.priorityMinLatency      0.000000018750                       # per QoS priority minimum request to response latency (Second)
system.mem_ctrls.priorityMaxLatency      0.000154872500                       # per QoS priority maximum request to response latency (Second)
system.mem_ctrls.numReadWriteTurnArounds          599                       # Number of turnarounds from READ to WRITE (Count)
system.mem_ctrls.numWriteReadTurnArounds          599                       # Number of turnarounds from WRITE to READ (Count)
system.mem_ctrls.numStayReadState               60741                       # Number of times bus staying in READ state (Count)
system.mem_ctrls.numStayWriteState               9901                       # Number of times bus staying in WRITE state (Count)
system.mem_ctrls.readReqs                       49062                       # Number of read requests accepted (Count)
system.mem_ctrls.writeReqs                      47389                       # Number of write requests accepted (Count)
system.mem_ctrls.readBursts                     49062                       # Number of controller read bursts, including those serviced by the write queue (Count)
system.mem_ctrls.writeBursts                    47389                       # Number of controller write bursts, including those merged in the write queue (Count)
system.mem_ctrls.servicedByWrQ                  42110                       # Number of controller read bursts serviced by the write queue (Count)
system.mem_ctrls.mergedWrBursts                 36886                       # Number of controller write bursts merged with an existing one (Count)
system.mem_ctrls.neitherReadNorWriteReqs            0                       # Number of requests that are neither read nor write (Count)
system.mem_ctrls.avgRdQLen                       1.05                       # Average read queue length when enqueuing ((Count/Tick))
